Node,Node.label,Class,Order,Family,Genus,Trait,Interval.my,Log10Years,d,sd,Taxa,Comparisons,Within.order,Within.family,Within.genus,Tree.source,Trait.source,Comments
1350,'1602',Mammalia,Chiroptera,Multiple,Multiple,Log(mass)/3,108,8.033423755,0.29624864,0.295974092,,9702,0,0,0,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
1265,'1502',Mammalia,Chiroptera,Multiple,Multiple,Log(mass)/3,109,8.037426498,-0.118652106,0.232219228,,119,0,0,0,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
1259,'1494',Mammalia,Chiroptera,Multiple,Multiple,Log(mass)/3,120,8.079181246,0.153884434,0.356621762,,31842,0,0,0,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
1233,'1449',Mammalia,Chiroptera,Multiple,Multiple,Log(mass)/3,123,8.089905111,0.024327687,0.268215916,,830,0,0,0,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
1230,'1446',Mammalia,Chiroptera,Multiple,Multiple,Log(mass)/3,123.2,8.090610708,0.43077983,0.301034802,,465,0,0,0,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
1227,'1443',Mammalia,Chiroptera,Multiple,Multiple,Log(mass)/3,123.6,8.092018471,-0.067443494,0.390108685,,392,0,0,0,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
1199,'1410',Mammalia,Chiroptera,Multiple,Multiple,Log(mass)/3,137,8.136720567,0.034639039,0.378914331,,3672,0,0,0,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
1198,'1409',Mammalia,Chiroptera,Multiple,Multiple,Log(mass)/3,138.4,8.14113609,-0.004986916,0.360723735,,51474,0,0,0,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
1130,'1332_Chiroptera',Mammalia,Chiroptera,Multiple,Multiple,Log(mass)/3,142.4,8.153509989,0.768034031,0.469338612,,66941,0,0,0,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
1264,'1500',Mammalia,Chiroptera,Natalidae,Natalus,Log(mass)/3,23.2,7.365487985,-0.011906028,NA,,1,1,1,1,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
1263,'1499_Natalidae_Natalus',Mammalia,Chiroptera,Natalidae,Natalus,Log(mass)/3,33,7.51851394,0.156614722,0.008418833,,2,1,1,1,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
1267,'1504_Noctilionidae_Noctilio',Mammalia,Chiroptera,Noctilionidae,Noctilio,Log(mass)/3,7,6.84509804,-0.223939138,NA,,1,1,1,1,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
1238,'1454',Mammalia,Chiroptera,Nycteridae,Nycteris,Log(mass)/3,11.4,7.056904851,-0.112157412,NA,,1,1,1,1,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
1239,'1455',Mammalia,Chiroptera,Nycteridae,Nycteris,Log(mass)/3,11.4,7.056904851,0.41869324,NA,,1,1,1,1,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
1240,'1456',Mammalia,Chiroptera,Nycteridae,Nycteris,Log(mass)/3,11.4,7.056904851,0.215333467,NA,,1,1,1,1,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
1235,'1451',Mammalia,Chiroptera,Nycteridae,Nycteris,Log(mass)/3,13.6,7.133538908,0.068778811,NA,,1,1,1,1,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
1237,'1453',Mammalia,Chiroptera,Nycteridae,Nycteris,Log(mass)/3,21.2,7.326335861,-0.052667151,0.259155691,,12,1,1,1,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
1236,'1452',Mammalia,Chiroptera,Nycteridae,Nycteris,Log(mass)/3,24.8,7.394451681,0.1796655,NA,,1,1,1,1,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
1234,'1450_Nycteridae_Nycteris',Mammalia,Chiroptera,Nycteridae,Nycteris,Log(mass)/3,25.2,7.401400541,0.048676616,0.202848238,,28,1,1,1,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
1311,'1555_Anoura',Mammalia,Chiroptera,Phyllostomidae,Anoura,Log(mass)/3,16.8,7.225309282,0.030992473,0.026840269,,3,1,1,1,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
1337,'1586',Mammalia,Chiroptera,Phyllostomidae,Artibeus,Log(mass)/3,7.6,6.880813592,0.028156383,0.09856283,,10,1,1,1,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
1336,'1585',Mammalia,Chiroptera,Phyllostomidae,Artibeus,Log(mass)/3,7.8,6.892094603,0.104195813,0.069050526,,5,1,1,1,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
1333,'1582',Mammalia,Chiroptera,Phyllostomidae,Artibeus,Log(mass)/3,9.4,6.973127854,0.840102859,NA,,1,1,1,1,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
1332,'1581',Mammalia,Chiroptera,Phyllostomidae,Artibeus,Log(mass)/3,10.6,7.025305865,-0.377800861,0.594042428,,2,1,1,1,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
1335,'1584',Mammalia,Chiroptera,Phyllostomidae,Artibeus,Log(mass)/3,11.8,7.071882007,0.107821444,0.074992275,,6,1,1,1,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
1334,'1583',Mammalia,Chiroptera,Phyllostomidae,Artibeus,Log(mass)/3,12.2,7.086359831,-0.304930384,0.079670038,,7,1,1,1,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
1331,'1580',Mammalia,Chiroptera,Phyllostomidae,Artibeus,Log(mass)/3,13.2,7.120573931,-0.123295264,0.3785977,,12,1,1,1,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
1330,'1579',Mammalia,Chiroptera,Phyllostomidae,Artibeus,Log(mass)/3,16.6,7.220108088,-0.251416046,0.321377422,,48,1,1,1,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
1329,'1578_Artibeus',Mammalia,Chiroptera,Phyllostomidae,Artibeus,Log(mass)/3,24.8,7.394451681,-0.223292467,0.256210739,,14,1,1,1,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
1299,'1540_Brachyphyllinae_Brachyphylla',Mammalia,Chiroptera,Phyllostomidae,Brachyphylla,Log(mass)/3,11.2,7.049218023,0.085010635,NA,,1,1,1,1,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
1318,'1565_Carollia',Mammalia,Chiroptera,Phyllostomidae,Carollia,Log(mass)/3,11.2,7.049218023,-0.041691908,0.062990439,,6,1,1,1,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
1341,'1592',Mammalia,Chiroptera,Phyllostomidae,Chiroderma,Log(mass)/3,4.2,6.62324929,0.138505148,NA,,1,1,1,1,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
1342,'1593',Mammalia,Chiroptera,Phyllostomidae,Chiroderma,Log(mass)/3,4.2,6.62324929,0.1244413,NA,,1,1,1,1,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
1340,'1591',Mammalia,Chiroptera,Phyllostomidae,Chiroderma,Log(mass)/3,8.4,6.924279286,0.181177519,0.107500873,,4,1,1,1,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
1339,'1590_Chiroderma',Mammalia,Chiroptera,Phyllostomidae,Chiroderma,Log(mass)/3,8.8,6.944482672,0.054284797,0.129305774,,4,1,1,1,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
1315,'1561_Choeroniscus',Mammalia,Chiroptera,Phyllostomidae,Choeroniscus,Log(mass)/3,11.4,7.056904851,-0.021435615,0.119439529,,3,1,1,1,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
1309,'1553',Mammalia,Chiroptera,Phyllostomidae,Glossophaga,Log(mass)/3,10.6,7.025305865,0.040956382,0.100678598,,3,1,1,1,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
1308,'1552_Glossophaga',Mammalia,Chiroptera,Phyllostomidae,Glossophaga,Log(mass)/3,13,7.113943352,-0.027026282,0.056709881,,7,1,1,1,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
1305,'1549_Leptonycteris',Mammalia,Chiroptera,Phyllostomidae,Leptonycteris,Log(mass)/3,9,6.954242509,-0.02995211,NA,,1,1,1,1,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
1302,'1546_Lonchophylla',Mammalia,Chiroptera,Phyllostomidae,Lonchophylla,Log(mass)/3,18.6,7.269512944,0.097493851,0.144334131,,3,1,1,1,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
1280,'1518_Lonchorhina',Mammalia,Chiroptera,Phyllostomidae,Lonchorhina,Log(mass)/3,31.4,7.496929648,0.128646442,0.135028486,,3,1,1,1,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
1282,'1520_Macrotus',Mammalia,Chiroptera,Phyllostomidae,Macrotus,Log(mass)/3,14,7.146128036,-0.032813358,NA,,1,1,1,1,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
1285,'1523',Mammalia,Chiroptera,Phyllostomidae,Micronycteris,Log(mass)/3,3.8,6.579783597,-0.047700281,NA,,1,1,1,1,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
1284,'1522',Mammalia,Chiroptera,Phyllostomidae,Micronycteris,Log(mass)/3,23.4,7.369215857,0.017728999,0.178398748,,5,1,1,1,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
1287,'1526',Mammalia,Chiroptera,Phyllostomidae,Micronycteris,Log(mass)/3,24,7.380211242,0.244049779,NA,,1,1,1,1,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
1286,'1524',Mammalia,Chiroptera,Phyllostomidae,Micronycteris,Log(mass)/3,29.2,7.465382851,-0.145564079,0.172569254,,2,1,1,1,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
1283,'1521_Micronycteris',Mammalia,Chiroptera,Phyllostomidae,Micronycteris,Log(mass)/3,49.4,7.693726949,-0.052270268,0.164247223,,19,1,1,1,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
1307,'1551_Monophyllus',Mammalia,Chiroptera,Phyllostomidae,Monophyllus,Log(mass)/3,14,7.146128036,0.177101385,NA,,1,1,1,1,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
1313,'1558',Mammalia,Chiroptera,Phyllostomidae,Multiple,Log(mass)/3,7,6.84509804,0.05978031,NA,,1,0,1,0,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
1326,'1574',Mammalia,Chiroptera,Phyllostomidae,Multiple,Log(mass)/3,8,6.903089987,-0.150955782,NA,,1,0,1,0,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
1327,'1575',Mammalia,Chiroptera,Phyllostomidae,Multiple,Log(mass)/3,10.8,7.033423755,0.061741439,NA,,1,0,1,0,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
1314,'1559',Mammalia,Chiroptera,Phyllostomidae,Multiple,Log(mass)/3,11.6,7.064457989,0.271129376,0.070604602,,3,0,1,0,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
1325,'1573',Mammalia,Chiroptera,Phyllostomidae,Multiple,Log(mass)/3,11.8,7.071882007,0.006789809,0.131096078,,13,0,1,0,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
1312,'1556',Mammalia,Chiroptera,Phyllostomidae,Multiple,Log(mass)/3,15.8,7.198657087,-0.128974846,0.140078609,,8,0,1,0,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
1348,'1600',Mammalia,Chiroptera,Phyllostomidae,Multiple,Log(mass)/3,16.6,7.220108088,0.095924111,0.156142251,,8,0,1,0,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
1346,'1598',Mammalia,Chiroptera,Phyllostomidae,Multiple,Log(mass)/3,20.4,7.309630167,-0.157527966,0.145084994,,18,0,1,0,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
1343,'1594',Mammalia,Chiroptera,Phyllostomidae,Multiple,Log(mass)/3,21,7.322219295,-0.177707575,0.106639859,,3,0,1,0,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
1338,'1589',Mammalia,Chiroptera,Phyllostomidae,Multiple,Log(mass)/3,21.6,7.334453751,-0.127529676,0.274694157,,139,0,1,0,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
1301,'1545',Mammalia,Chiroptera,Phyllostomidae,Multiple,Log(mass)/3,22.4,7.350248018,-0.05355771,0.108151002,,3,0,1,0,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
1328,'1577',Mammalia,Chiroptera,Phyllostomidae,Multiple,Log(mass)/3,26.2,7.418301291,0.150372682,0.309073477,,315,0,1,0,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
1324,'1572',Mammalia,Chiroptera,Phyllostomidae,Multiple,Log(mass)/3,26.4,7.421603927,-0.102180922,0.240407283,,216,0,1,0,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
1276,'1514',Mammalia,Chiroptera,Phyllostomidae,Multiple,Log(mass)/3,27.6,7.440909082,-0.02791433,NA,,1,0,1,0,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
1306,'1550',Mammalia,Chiroptera,Phyllostomidae,Multiple,Log(mass)/3,28.8,7.459392488,0.04651837,0.104508217,,10,0,1,0,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
1293,'1534',Mammalia,Chiroptera,Phyllostomidae,Multiple,Log(mass)/3,29,7.462397998,0.011987979,0.167926343,,3,0,1,0,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
1310,'1554',Mammalia,Chiroptera,Phyllostomidae,Multiple,Log(mass)/3,29.8,7.474216264,0.221316483,0.127383971,,18,0,1,0,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
1304,'1548',Mammalia,Chiroptera,Phyllostomidae,Multiple,Log(mass)/3,30.6,7.485721426,0.289457101,0.068260275,,14,0,1,0,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
1292,'1532',Mammalia,Chiroptera,Phyllostomidae,Multiple,Log(mass)/3,32,7.505149978,-0.443923819,0.137242239,,4,0,1,0,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
1289,'1529',Mammalia,Chiroptera,Phyllostomidae,Multiple,Log(mass)/3,33.6,7.526339277,-0.25894561,NA,,1,0,1,0,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
1319,'1566_Stenodermatinae',Mammalia,Chiroptera,Phyllostomidae,Multiple,Log(mass)/3,34.2,7.534026106,0.001780451,0.244311505,,294,0,1,0,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
1290,'1530',Mammalia,Chiroptera,Phyllostomidae,Multiple,Log(mass)/3,36.4,7.561101384,-0.236487172,0.245938464,,30,0,1,0,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
1303,'1547_Glossophaginae',Mammalia,Chiroptera,Phyllostomidae,Multiple,Log(mass)/3,38.8,7.588831726,0.076853682,0.19785515,,81,0,1,0,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
1298,'1539',Mammalia,Chiroptera,Phyllostomidae,Multiple,Log(mass)/3,39.4,7.595496222,0.315151302,0.060111596,,2,0,1,0,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
1317,'1563_Carolliinae',Mammalia,Chiroptera,Phyllostomidae,Multiple,Log(mass)/3,42.2,7.625312451,-0.15786439,0.050223059,,4,0,1,0,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
1300,'1543',Mammalia,Chiroptera,Phyllostomidae,Multiple,Log(mass)/3,43.6,7.639486489,-0.052749069,0.166064676,,72,0,1,0,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
1297,'1538',Mammalia,Chiroptera,Phyllostomidae,Multiple,Log(mass)/3,43.8,7.641474111,0.337367001,0.206203571,,66,0,1,0,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
1316,'1562',Mammalia,Chiroptera,Phyllostomidae,Multiple,Log(mass)/3,44,7.643452676,-0.150329676,0.21683439,,245,0,1,0,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
1288,'1528',Mammalia,Chiroptera,Phyllostomidae,Multiple,Log(mass)/3,45.6,7.658964843,0.314856627,0.334062871,,35,0,1,0,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
1275,'1513_Desmodontinae',Mammalia,Chiroptera,Phyllostomidae,Multiple,Log(mass)/3,51.8,7.71432976,-0.055611285,0.019738412,,2,0,1,0,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
1279,'1517',Mammalia,Chiroptera,Phyllostomidae,Multiple,Log(mass)/3,51.8,7.71432976,-0.165114844,0.119801993,,3,0,1,0,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
1296,'1537',Mammalia,Chiroptera,Phyllostomidae,Multiple,Log(mass)/3,53.4,7.727541257,-0.183401586,0.266718959,,1350,0,1,0,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
1281,'1519',Mammalia,Chiroptera,Phyllostomidae,Multiple,Log(mass)/3,54.6,7.737192643,-0.365640946,0.304809527,,156,0,1,0,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
1278,'1516_Phyllostominae',Mammalia,Chiroptera,Phyllostomidae,Multiple,Log(mass)/3,55.2,7.741939078,-0.182127053,0.312132204,,96,0,1,0,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
1277,'1515',Mammalia,Chiroptera,Phyllostomidae,Multiple,Log(mass)/3,55.6,7.745074792,0.018648726,0.349855737,,2212,0,1,0,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
1274,'1512_Phyllostomidae',Mammalia,Chiroptera,Phyllostomidae,Multiple,Log(mass)/3,62,7.792391689,0.199472325,0.232896803,,321,0,1,0,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
1295,'1536',Mammalia,Chiroptera,Phyllostomidae,Phyllostomus,Log(mass)/3,11.6,7.064457989,-0.276126287,NA,,1,1,1,1,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
1294,'1535_Phyllostomus',Mammalia,Chiroptera,Phyllostomidae,Phyllostomus,Log(mass)/3,23,7.361727836,-0.165570151,0.19525077,,2,1,1,1,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
1349,'1601_Platyrrhinus',Mammalia,Chiroptera,Phyllostomidae,Platyrrhinus,Log(mass)/3,16.4,7.214843848,-0.062174564,0.215772824,,28,1,1,1,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
1323,'1571',Mammalia,Chiroptera,Phyllostomidae,Sturnira,Log(mass)/3,13.6,7.133538908,0.062921329,0.074634263,,6,1,1,1,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
1322,'1570',Mammalia,Chiroptera,Phyllostomidae,Sturnira,Log(mass)/3,14,7.146128036,0.311311732,NA,,1,1,1,1,"Bininda-Emonds et al., 2007.","Smith et al., 2004.","Tree #1 from the corrected Bininda-Emonds et al. (2008) nexus file, Average mass taken when multiple subspecies were present."
